1,Mexico v South Africa,South Africa
2,South Korea v Czech Republic,Czech Republic
3,Canada v Bosnia and Herzegovina,Bosnia and Herzegovina
4,United States v Paraguay,Draw
5,Haiti v Scotland,Draw
6,Australia v Turkey,Turkey
7,Brazil v Morocco,Morocco
8,Qatar v Switzerland,Switzerland
9,Ivory Coast v Ecuador,Ivory Coast
10,Germany v Curaçao,Germany
11,Netherlands v Japan,Japan
12,Sweden v Tunisia,Tunisia
13,Saudi Arabia v Uruguay,Uruguay
14,Spain v Cape Verde,Spain
15,Iran v New Zealand,Iran
16,Belgium v Egypt,Belgium
17,France v Senegal,France
18,Iraq v Norway,Draw
19,Argentina v Algeria,Argentina
20,Austria v Jordan,Jordan
21,Ghana v Panama,Ghana
22,England v Croatia,Draw
23,Portugal v DR Congo,Draw
24,Uzbekistan v Colombia,Colombia
25,Czech Republic v South Africa,Draw
26,Switzerland v Bosnia and Herzegovina,Draw
27,Canada v Qatar,Qatar
28,Mexico v South Korea,Draw
29,Brazil v Haiti,Draw
30,Scotland v Morocco,Scotland
31,Turkey v Paraguay,Paraguay
32,United States v Australia,Australia
33,Germany v Ivory Coast,Germany
34,Ecuador v Curaçao,Curaçao
35,Netherlands v Sweden,Netherlands
36,Tunisia v Japan,Draw
37,Uruguay v Cape Verde,Uruguay
38,Spain v Saudi Arabia,Draw
39,Belgium v Iran,Draw
40,New Zealand v Egypt,New Zealand
41,Norway v Senegal,Senegal
42,France v Iraq,France
43,Argentina v Austria,Argentina
44,Jordan v Algeria,Draw
45,England v Ghana,England
46,Panama v Croatia,Draw
47,Portugal v Uzbekistan,Uzbekistan
48,Colombia v DR Congo,DR Congo
49,Scotland v Brazil,Brazil
50,Morocco v Haiti,Haiti
51,Switzerland v Canada,Switzerland
52,Bosnia and Herzegovina v Qatar,Bosnia and Herzegovina
53,Czech Republic v Mexico,Draw
54,South Africa v South Korea,South Africa
55,Curaçao v Ivory Coast,Ivory Coast
56,Ecuador v Germany,Ecuador
57,Japan v Sweden,Japan
58,Tunisia v Netherlands,Tunisia
59,Turkey v United States,Turkey
60,Paraguay v Australia,Paraguay
61,Norway v France,France
62,Senegal v Iraq,Senegal
63,Egypt v Iran,Egypt
64,New Zealand v Belgium,Belgium
65,Cape Verde v Saudi Arabia,Cape Verde
66,Uruguay v Spain,Uruguay
67,Panama v England,Draw
68,Croatia v Ghana,Ghana
69,Algeria v Austria,Algeria
70,Jordan v Argentina,Jordan
71,Colombia v Portugal,Colombia
72,DR Congo v Uzbekistan,Draw
