1,Mexico v South Africa,Mexico
2,South Korea v Czech Republic,Draw
3,Canada v Bosnia and Herzegovina,Bosnia and Herzegovina
4,United States v Paraguay,Draw
5,Haiti v Scotland,Scotland
6,Australia v Turkey,Turkey
7,Brazil v Morocco,Brazil
8,Qatar v Switzerland,Draw
9,Ivory Coast v Ecuador,Draw
10,Germany v Curaçao,Draw
11,Netherlands v Japan,Netherlands
12,Sweden v Tunisia,Sweden
13,Saudi Arabia v Uruguay,Draw
14,Spain v Cape Verde,Spain
15,Iran v New Zealand,Iran
16,Belgium v Egypt,Egypt
17,France v Senegal,Senegal
18,Iraq v Norway,Iraq
19,Argentina v Algeria,Argentina
20,Austria v Jordan,Draw
21,Ghana v Panama,Ghana
22,England v Croatia,Croatia
23,Portugal v DR Congo,Draw
24,Uzbekistan v Colombia,Uzbekistan
25,Czech Republic v South Africa,Draw
26,Switzerland v Bosnia and Herzegovina,Bosnia and Herzegovina
27,Canada v Qatar,Canada
28,Mexico v South Korea,South Korea
29,Brazil v Haiti,Brazil
30,Scotland v Morocco,Morocco
31,Turkey v Paraguay,Draw
32,United States v Australia,Australia
33,Germany v Ivory Coast,Ivory Coast
34,Ecuador v Curaçao,Draw
35,Netherlands v Sweden,Draw
36,Tunisia v Japan,Draw
37,Uruguay v Cape Verde,Draw
38,Spain v Saudi Arabia,Spain
39,Belgium v Iran,Iran
40,New Zealand v Egypt,Egypt
41,Norway v Senegal,Draw
42,France v Iraq,Iraq
43,Argentina v Austria,Austria
44,Jordan v Algeria,Draw
45,England v Ghana,Ghana
46,Panama v Croatia,Croatia
47,Portugal v Uzbekistan,Draw
48,Colombia v DR Congo,DR Congo
49,Scotland v Brazil,Scotland
50,Morocco v Haiti,Haiti
51,Switzerland v Canada,Draw
52,Bosnia and Herzegovina v Qatar,Bosnia and Herzegovina
53,Czech Republic v Mexico,Draw
54,South Africa v South Korea,South Africa
55,Curaçao v Ivory Coast,Curaçao
56,Ecuador v Germany,Germany
57,Japan v Sweden,Draw
58,Tunisia v Netherlands,Draw
59,Turkey v United States,Turkey
60,Paraguay v Australia,Paraguay
61,Norway v France,Draw
62,Senegal v Iraq,Draw
63,Egypt v Iran,Egypt
64,New Zealand v Belgium,New Zealand
65,Cape Verde v Saudi Arabia,Cape Verde
66,Uruguay v Spain,Spain
67,Panama v England,Draw
68,Croatia v Ghana,Croatia
69,Algeria v Austria,Austria
70,Jordan v Argentina,Argentina
71,Colombia v Portugal,Colombia
72,DR Congo v Uzbekistan,DR Congo
