1,Mexico v South Africa,South Africa
2,South Korea v Czech Republic,Czech Republic
3,Canada v Bosnia and Herzegovina,Canada
4,United States v Paraguay,United States
5,Haiti v Scotland,Draw
6,Australia v Turkey,Draw
7,Brazil v Morocco,Draw
8,Qatar v Switzerland,Switzerland
9,Ivory Coast v Ecuador,Ecuador
10,Germany v Curaçao,Curaçao
11,Netherlands v Japan,Japan
12,Sweden v Tunisia,Tunisia
13,Saudi Arabia v Uruguay,Uruguay
14,Spain v Cape Verde,Draw
15,Iran v New Zealand,New Zealand
16,Belgium v Egypt,Belgium
17,France v Senegal,Senegal
18,Iraq v Norway,Iraq
19,Argentina v Algeria,Draw
20,Austria v Jordan,Draw
21,Ghana v Panama,Draw
22,England v Croatia,Draw
23,Portugal v DR Congo,DR Congo
24,Uzbekistan v Colombia,Uzbekistan
25,Czech Republic v South Africa,Draw
26,Switzerland v Bosnia and Herzegovina,Switzerland
27,Canada v Qatar,Draw
28,Mexico v South Korea,Draw
29,Brazil v Haiti,Brazil
30,Scotland v Morocco,Scotland
31,Turkey v Paraguay,Draw
32,United States v Australia,Draw
33,Germany v Ivory Coast,Draw
34,Ecuador v Curaçao,Draw
35,Netherlands v Sweden,Draw
36,Tunisia v Japan,Draw
37,Uruguay v Cape Verde,Cape Verde
38,Spain v Saudi Arabia,Draw
39,Belgium v Iran,Iran
40,New Zealand v Egypt,New Zealand
41,Norway v Senegal,Senegal
42,France v Iraq,Draw
43,Argentina v Austria,Austria
44,Jordan v Algeria,Draw
45,England v Ghana,Ghana
46,Panama v Croatia,Panama
47,Portugal v Uzbekistan,Portugal
48,Colombia v DR Congo,DR Congo
49,Scotland v Brazil,Brazil
50,Morocco v Haiti,Morocco
51,Switzerland v Canada,Switzerland
52,Bosnia and Herzegovina v Qatar,Bosnia and Herzegovina
53,Czech Republic v Mexico,Czech Republic
54,South Africa v South Korea,South Korea
55,Curaçao v Ivory Coast,Ivory Coast
56,Ecuador v Germany,Germany
57,Japan v Sweden,Japan
58,Tunisia v Netherlands,Netherlands
59,Turkey v United States,Turkey
60,Paraguay v Australia,Australia
61,Norway v France,Draw
62,Senegal v Iraq,Senegal
63,Egypt v Iran,Draw
64,New Zealand v Belgium,Draw
65,Cape Verde v Saudi Arabia,Saudi Arabia
66,Uruguay v Spain,Uruguay
67,Panama v England,England
68,Croatia v Ghana,Ghana
69,Algeria v Austria,Austria
70,Jordan v Argentina,Jordan
71,Colombia v Portugal,Colombia
72,DR Congo v Uzbekistan,Draw
