1,Mexico v South Africa,South Africa
2,South Korea v Czech Republic,South Korea
3,Canada v Bosnia and Herzegovina,Draw
4,United States v Paraguay,Draw
5,Haiti v Scotland,Haiti
6,Australia v Turkey,Turkey
7,Brazil v Morocco,Morocco
8,Qatar v Switzerland,Switzerland
9,Ivory Coast v Ecuador,Ecuador
10,Germany v Curaçao,Curaçao
11,Netherlands v Japan,Japan
12,Sweden v Tunisia,Sweden
13,Saudi Arabia v Uruguay,Draw
14,Spain v Cape Verde,Cape Verde
15,Iran v New Zealand,Draw
16,Belgium v Egypt,Draw
17,France v Senegal,Senegal
18,Iraq v Norway,Norway
19,Argentina v Algeria,Draw
20,Austria v Jordan,Austria
21,Ghana v Panama,Draw
22,England v Croatia,Draw
23,Portugal v DR Congo,Draw
24,Uzbekistan v Colombia,Draw
25,Czech Republic v South Africa,Czech Republic
26,Switzerland v Bosnia and Herzegovina,Bosnia and Herzegovina
27,Canada v Qatar,Canada
28,Mexico v South Korea,South Korea
29,Brazil v Haiti,Haiti
30,Scotland v Morocco,Draw
31,Turkey v Paraguay,Draw
32,United States v Australia,United States
33,Germany v Ivory Coast,Draw
34,Ecuador v Curaçao,Curaçao
35,Netherlands v Sweden,Netherlands
36,Tunisia v Japan,Tunisia
37,Uruguay v Cape Verde,Cape Verde
38,Spain v Saudi Arabia,Spain
39,Belgium v Iran,Draw
40,New Zealand v Egypt,Draw
41,Norway v Senegal,Draw
42,France v Iraq,Draw
43,Argentina v Austria,Austria
44,Jordan v Algeria,Algeria
45,England v Ghana,England
46,Panama v Croatia,Croatia
47,Portugal v Uzbekistan,Portugal
48,Colombia v DR Congo,Colombia
49,Scotland v Brazil,Draw
50,Morocco v Haiti,Haiti
51,Switzerland v Canada,Draw
52,Bosnia and Herzegovina v Qatar,Qatar
53,Czech Republic v Mexico,Czech Republic
54,South Africa v South Korea,Draw
55,Curaçao v Ivory Coast,Draw
56,Ecuador v Germany,Ecuador
57,Japan v Sweden,Japan
58,Tunisia v Netherlands,Draw
59,Turkey v United States,Draw
60,Paraguay v Australia,Australia
61,Norway v France,France
62,Senegal v Iraq,Iraq
63,Egypt v Iran,Iran
64,New Zealand v Belgium,Belgium
65,Cape Verde v Saudi Arabia,Draw
66,Uruguay v Spain,Uruguay
67,Panama v England,Draw
68,Croatia v Ghana,Croatia
69,Algeria v Austria,Algeria
70,Jordan v Argentina,Draw
71,Colombia v Portugal,Portugal
72,DR Congo v Uzbekistan,Uzbekistan
